"Posição","Nome","Localidade","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","Unidade","Multiplicador"
"1.1.1.1.1","Quantidade produzida","Aratuba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Arneiroz","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Assaré","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Aurora","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Baixio","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Banabuiú","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Barbalha","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Barreira","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Barro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Barroquinha","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Baturité","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Beberibe","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Bela Cruz","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Boa Viagem","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Brejo Santo","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Camocim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Campos Sales","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Canindé","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Capistrano","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Caridade","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Cariré","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Caririaçu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Cariús","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Carnaubal","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Cascavel","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Catarina","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Catunda","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Caucaia","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Cedro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Chaval","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Choró","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Chorozinho","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Coreaú","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Crateús","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Crato","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Croatá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Cruz","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Deputado Irapuan Pinheiro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Ererê","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Eusébio","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","...","...","t",1
"1.1.1.1.1","Quantidade produzida","Farias Brito","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Forquilha","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Fortaleza","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","...","...","t",1
"1.1.1.1.1","Quantidade produzida","Fortim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Frecheirinha","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","General Sampaio","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Graça","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Granja","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Granjeiro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Groaíras","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Guaiúba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Guaraciaba do Norte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Guaramiranga","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","...","t",1
"1.1.1.1.1","Quantidade produzida","Hidrolândia","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Horizonte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Ibaretama","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Ibiapina","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Ibicuitinga","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Icapuí","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Icó","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Iguatu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Independência","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Ipaporanga","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Ipaumirim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Ipu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Ipueiras","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Iracema","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Irauçuba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Itaiçaba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Itaitinga","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Itapajé","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Itapipoca","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Itapiúna","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Itarema","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Itatira","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Jaguaretama","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Jaguaribara","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Jaguaribe","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Jaguaruana","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Jardim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Jati","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Jijoca de Jericoacoara","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Juazeiro do Norte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Jucás","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Lavras da Mangabeira","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Limoeiro do Norte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Madalena","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Maracanaú","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","...","...","t",1
"1.1.1.1.1","Quantidade produzida","Maranguape","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Marco","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Martinópole","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Massapê","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Mauriti","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Meruoca","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Milagres","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Milhã","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Miraíma","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Missão Velha","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Mombaça","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Monsenhor Tabosa","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Morada Nova","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Moraújo","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Morrinhos","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Mucambo","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Mulungu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Nova Olinda","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Nova Russas","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Novo Oriente","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Ocara","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Orós","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Pacajus","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Pacatuba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Pacoti","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Pacujá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Palhano","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Palmácia","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Paracuru","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Paraipaba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Parambu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Paramoti","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Pedra Branca","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Penaforte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Pentecoste","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Pereiro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Pindoretama","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","...","...","t",1
"1.1.1.1.1","Quantidade produzida","Piquet Carneiro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Pires Ferreira","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Poranga","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Porteiras","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Potengi","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Potiretama","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Quiterianópolis","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Quixadá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Quixelô","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Quixeramobim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Quixeré","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Redenção","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Reriutaba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Russas","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Saboeiro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Salitre","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Santana do Acaraú","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Santana do Cariri","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Santa Quitéria","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","São Benedito","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","São Gonçalo do Amarante","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","São João do Jaguaribe","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","São Luís do Curu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Senador Pompeu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Senador Sá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Sobral","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Solonópole","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Tabuleiro do Norte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Tamboril","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Tarrafas","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Tauá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Tejuçuoca","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Tianguá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Trairi","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Tururu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Ubajara","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Umari","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Umirim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Uruburetama","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Uruoca","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Varjota","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Várzea Alegre","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.1","Quantidade produzida","Viçosa do Ceará","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1.1.1.2","Valor da produção","Abaiara","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Acarape","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Acaraú","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Acopiara","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Aiuaba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Alcântaras","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Altaneira","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Alto Santo","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Amontada","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Antonina do Norte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Apuiarés","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Aquiraz","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Aracati","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Aracoiaba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Ararendá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Araripe","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Aratuba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Arneiroz","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Assaré","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Aurora","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Baixio","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.1.1.1.2","Valor da produção","Banabuiú","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
