Municipio,Ano,Total,Media
Alcântaras,2015,655.3,54.61
Pacajus,2015,798.45,66.54
Ararendá,2015,491.2,40.93
Paraipaba,2015,1072.0,89.33
Itapajé,2015,877.85,73.15
Mulungu,2015,977.0,81.42
Varjota,2015,439.5,36.62
Porteiras,2015,669.1,55.76
Jaguaribe,2015,386.08,32.17
Cruz,2015,1074.6,89.55
Quixeré,2015,421.2,35.1
Fortim,2015,690.6,57.55
Ibicuitinga,2015,402.9,33.58
Reriutaba,2015,591.1,49.26
Aratuba,2015,717.7,59.81
Capistrano,2015,682.0,56.83
Penaforte,2015,376.0,31.33
Boa Viagem,2015,474.5,39.54
Antonina do Norte,2015,360.95,30.08
Tejuçuoca,2015,445.45,37.12
Jucás,2015,609.5,50.79
Arneiroz,2015,344.8,28.73
Cedro,2015,546.6,45.55
Barbalha,2015,1043.7,86.98
Ipu,2015,571.5,47.63
Cascavel,2015,902.1,75.17
Assaré,2015,416.8,34.73
Guaramiranga,2015,1379.7,114.97
Tianguá,2015,655.7,54.64
Parambu,2015,343.25,28.6
Baturité,2015,899.0,74.92
Icapuí,2015,539.45,44.95
Ipaumirim,2015,364.18,30.35
Aquiraz,2015,1186.2,98.85
Hidrolândia,2015,501.15,41.76
Camocim,2015,756.25,63.02
Pentecoste,2015,666.94,55.58
Miraíma,2015,550.8,45.9
Tamboril,2015,489.63,40.8
Deputado Irapuan Pinheiro,2015,570.0,47.5
Morrinhos,2015,613.0,51.08
Itarema,2015,841.0,70.08
Jijoca de Jericoacoara,2015,868.0,124.0
Senador Pompeu,2015,532.8,44.4
Novo Oriente,2015,479.6,39.97
Forquilha,2015,437.9,36.49
Uruburetama,2015,676.8,56.4
Ipueiras,2015,595.28,49.61
Milagres,2015,479.65,39.97
Ibiapina,2015,1610.5,134.21
Araripe,2015,563.65,46.97
Solonópole,2015,555.15,46.26
Trairi,2015,1130.0,94.17
Eusébio,2015,1357.0,113.08
Santana do Acaraú,2015,664.1,55.34
Milhã,2015,343.0,28.58
Itatira,2015,374.72,31.23
Mauriti,2015,443.3,36.94
Jaguaretama,2015,312.8,26.07
Fortaleza,2015,1120.69,93.39
Russas,2015,397.79,33.15
Sobral,2015,432.06,36.01
Aiuaba,2015,471.69,39.31
Independência,2015,461.01,38.42
Ibaretama,2015,555.05,46.25
Apuiarés,2015,536.25,44.69
Juazeiro do Norte,2015,572.75,47.73
Coreaú,2015,594.11,49.51
Uruoca,2015,673.3,56.11
Santa Quitéria,2015,382.34,31.86
Iguatu,2015,623.76,51.98
Canindé,2015,342.25,28.52
Pindoretama,2015,1201.0,100.08
Caucaia,2015,1482.6,123.55
Redenção,2015,1064.2,88.68
Umari,2015,359.2,29.93
