"Posição","Nome","Localidade","2010","Unidade","Multiplicador"
"19.1.1.1","Urbana","Caririaçu","3953","domicílios",1
"19.1.1.1","Urbana","Cariús","2542","domicílios",1
"19.1.1.1","Urbana","Carnaubal","2274","domicílios",1
"19.1.1.1","Urbana","Cascavel","16068","domicílios",1
"19.1.1.1","Urbana","Catarina","2468","domicílios",1
"19.1.1.1","Urbana","Catunda","1548","domicílios",1
"19.1.1.1","Urbana","Caucaia","80063","domicílios",1
"19.1.1.1","Urbana","Cedro","4611","domicílios",1
"19.1.1.1","Urbana","Chaval","2374","domicílios",1
"19.1.1.1","Urbana","Choró","1022","domicílios",1
"19.1.1.1","Urbana","Chorozinho","3367","domicílios",1
"19.1.1.1","Urbana","Coreaú","3982","domicílios",1
"19.1.1.1","Urbana","Crateús","15918","domicílios",1
"19.1.1.1","Urbana","Crato","28557","domicílios",1
"19.1.1.1","Urbana","Croatá","2616","domicílios",1
"19.1.1.1","Urbana","Cruz","2835","domicílios",1
"19.1.1.1","Urbana","Deputado Irapuan Pinheiro","1324","domicílios",1
"19.1.1.1","Urbana","Ererê","998","domicílios",1
"19.1.1.1","Urbana","Eusébio","12711","domicílios",1
"19.1.1.1","Urbana","Farias Brito","2698","domicílios",1
"19.1.1.1","Urbana","Forquilha","4442","domicílios",1
"19.1.1.1","Urbana","Fortaleza","710066","domicílios",1
"19.1.1.1","Urbana","Fortim","2760","domicílios",1
"19.1.1.1","Urbana","Frecheirinha","2243","domicílios",1
"19.1.1.1","Urbana","General Sampaio","937","domicílios",1
"19.1.1.1","Urbana","Graça","1786","domicílios",1
"19.1.1.1","Urbana","Granja","6875","domicílios",1
"19.1.1.1","Urbana","Granjeiro","380","domicílios",1
"19.1.1.1","Urbana","Groaíras","2177","domicílios",1
"19.1.1.1","Urbana","Guaiúba","5040","domicílios",1
"19.1.1.1","Urbana","Guaraciaba do Norte","4905","domicílios",1
"19.1.1.1","Urbana","Guaramiranga","656","domicílios",1
"19.1.1.1","Urbana","Hidrolândia","3338","domicílios",1
"19.1.1.1","Urbana","Horizonte","14596","domicílios",1
"19.1.1.1","Urbana","Ibaretama","1214","domicílios",1
"19.1.1.1","Urbana","Ibiapina","3071","domicílios",1
"19.1.1.1","Urbana","Ibicuitinga","1667","domicílios",1
"19.1.1.1","Urbana","Icapuí","1715","domicílios",1
"19.1.1.1","Urbana","Icó","8837","domicílios",1
"19.1.1.1","Urbana","Iguatu","22334","domicílios",1
"19.1.1.1","Urbana","Independência","3558","domicílios",1
"19.1.1.1","Urbana","Ipaporanga","1319","domicílios",1
"19.1.1.1","Urbana","Ipaumirim","2157","domicílios",1
"19.1.1.1","Urbana","Ipu","7346","domicílios",1
"19.1.1.1","Urbana","Ipueiras","5522","domicílios",1
"19.1.1.1","Urbana","Iracema","2900","domicílios",1
"19.1.1.1","Urbana","Irauçuba","3702","domicílios",1
"19.1.1.1","Urbana","Itaiçaba","1319","domicílios",1
"19.1.1.1","Urbana","Itaitinga","9229","domicílios",1
"19.1.1.1","Urbana","Itapajé","9209","domicílios",1
"19.1.1.1","Urbana","Itapipoca","17862","domicílios",1
"19.1.1.1","Urbana","Itapiúna","2478","domicílios",1
"19.1.1.1","Urbana","Itarema","4006","domicílios",1
"19.1.1.1","Urbana","Itatira","2493","domicílios",1
"19.1.1.1","Urbana","Jaguaretama","2572","domicílios",1
"19.1.1.1","Urbana","Jaguaribara","1943","domicílios",1
"19.1.1.1","Urbana","Jaguaribe","6979","domicílios",1
"19.1.1.1","Urbana","Jaguaruana","5749","domicílios",1
"19.1.1.1","Urbana","Jardim","2469","domicílios",1
"19.1.1.1","Urbana","Jati","1346","domicílios",1
"19.1.1.1","Urbana","Jijoca de Jericoacoara","1639","domicílios",1
"19.1.1.1","Urbana","Juazeiro do Norte","66620","domicílios",1
"19.1.1.1","Urbana","Jucás","4140","domicílios",1
"19.1.1.1","Urbana","Lavras da Mangabeira","5241","domicílios",1
"19.1.1.1","Urbana","Limoeiro do Norte","10092","domicílios",1
"19.1.1.1","Urbana","Madalena","2550","domicílios",1
"19.1.1.1","Urbana","Maracanaú","57516","domicílios",1
"19.1.1.1","Urbana","Maranguape","22417","domicílios",1
"19.1.1.1","Urbana","Marco","3766","domicílios",1
"19.1.1.1","Urbana","Martinópole","2190","domicílios",1
"19.1.1.1","Urbana","Massapê","6490","domicílios",1
"19.1.1.1","Urbana","Mauriti","6352","domicílios",1
"19.1.1.1","Urbana","Meruoca","1948","domicílios",1
"19.1.1.1","Urbana","Milagres","3871","domicílios",1
"19.1.1.1","Urbana","Milhã","1829","domicílios",1
"19.1.1.1","Urbana","Miraíma","1797","domicílios",1
"19.1.1.1","Urbana","Missão Velha","4282","domicílios",1
"19.1.1.1","Urbana","Mombaça","5512","domicílios",1
"19.1.1.1","Urbana","Monsenhor Tabosa","2836","domicílios",1
"19.1.1.1","Urbana","Morada Nova","10630","domicílios",1
"19.1.1.1","Urbana","Moraújo","992","domicílios",1
"19.1.1.1","Urbana","Morrinhos","2627","domicílios",1
"19.1.1.1","Urbana","Mucambo","2839","domicílios",1
"19.1.1.1","Urbana","Mulungu","1142","domicílios",1
"19.1.1.1","Urbana","Nova Olinda","2851","domicílios",1
"19.1.1.1","Urbana","Nova Russas","7067","domicílios",1
"19.1.1.1","Urbana","Novo Oriente","4262","domicílios",1
"19.1.1.1","Urbana","Ocara","2206","domicílios",1
"19.1.1.1","Urbana","Orós","4970","domicílios",1
"19.1.1.1","Urbana","Pacajus","14564","domicílios",1
"19.1.1.1","Urbana","Pacatuba","16163","domicílios",1
"19.1.1.1","Urbana","Pacoti","1219","domicílios",1
"19.1.1.1","Urbana","Pacujá","1131","domicílios",1
"19.1.1.1","Urbana","Palhano","1372","domicílios",1
"19.1.1.1","Urbana","Palmácia","1288","domicílios",1
"19.1.1.1","Urbana","Paracuru","5736","domicílios",1
"19.1.1.1","Urbana","Paraipaba","3794","domicílios",1
"19.1.1.1","Urbana","Parambu","4278","domicílios",1
"19.1.1.1","Urbana","Paramoti","1534","domicílios",1
"19.1.1.1","Urbana","Pedra Branca","7345","domicílios",1
"19.1.1.1","Urbana","Penaforte","1817","domicílios",1
"19.1.1.1","Urbana","Pentecoste","6093","domicílios",1
"19.1.1.1","Urbana","Pereiro","1580","domicílios",1
"19.1.1.1","Urbana","Pindoretama","3259","domicílios",1
"19.1.1.1","Urbana","Piquet Carneiro","2346","domicílios",1
"19.1.1.1","Urbana","Pires Ferreira","997","domicílios",1
"19.1.1.1","Urbana","Poranga","2251","domicílios",1
"19.1.1.1","Urbana","Porteiras","1785","domicílios",1
"19.1.1.1","Urbana","Potengi","1657","domicílios",1
"19.1.1.1","Urbana","Potiretama","779","domicílios",1
"19.1.1.1","Urbana","Quiterianópolis","1957","domicílios",1
"19.1.1.1","Urbana","Quixadá","16105","domicílios",1
"19.1.1.1","Urbana","Quixelô","1540","domicílios",1
"19.1.1.1","Urbana","Quixeramobim","12709","domicílios",1
"19.1.1.1","Urbana","Quixeré","3641","domicílios",1
"19.1.1.1","Urbana","Redenção","4287","domicílios",1
"19.1.1.1","Urbana","Reriutaba","3160","domicílios",1
"19.1.1.1","Urbana","Russas","13414","domicílios",1
"19.1.1.1","Urbana","Saboeiro","2513","domicílios",1
"19.1.1.1","Urbana","Salitre","1675","domicílios",1
"19.1.1.1","Urbana","Santana do Acaraú","4076","domicílios",1
"19.1.1.1","Urbana","Santana do Cariri","2407","domicílios",1
"19.1.1.1","Urbana","Santa Quitéria","6494","domicílios",1
"19.1.1.1","Urbana","São Benedito","6909","domicílios",1
"19.1.1.1","Urbana","São Gonçalo do Amarante","7871","domicílios",1
"19.1.1.1","Urbana","São João do Jaguaribe","1068","domicílios",1
"19.1.1.1","Urbana","São Luís do Curu","2360","domicílios",1
"19.1.1.1","Urbana","Senador Pompeu","4899","domicílios",1
"19.1.1.1","Urbana","Senador Sá","1420","domicílios",1
"19.1.1.1","Urbana","Sobral","44761","domicílios",1
"19.1.1.1","Urbana","Solonópole","2843","domicílios",1
"19.1.1.1","Urbana","Tabuleiro do Norte","6017","domicílios",1
"19.1.1.1","Urbana","Tamboril","4057","domicílios",1
"19.1.1.1","Urbana","Tarrafas","771","domicílios",1
"19.1.1.1","Urbana","Tauá","9770","domicílios",1
"19.1.1.1","Urbana","Tejuçuoca","1672","domicílios",1
"19.1.1.1","Urbana","Tianguá","12366","domicílios",1
"19.1.1.1","Urbana","Trairi","5047","domicílios",1
"19.1.1.1","Urbana","Tururu","1486","domicílios",1
"19.1.1.1","Urbana","Ubajara","4365","domicílios",1
"19.1.1.1","Urbana","Umari","1157","domicílios",1
"19.1.1.1","Urbana","Umirim","2865","domicílios",1
"19.1.1.1","Urbana","Uruburetama","3981","domicílios",1
"19.1.1.1","Urbana","Uruoca","2250","domicílios",1
"19.1.1.1","Urbana","Varjota","4036","domicílios",1
"19.1.1.1","Urbana","Várzea Alegre","7276","domicílios",1
"19.1.1.1","Urbana","Viçosa do Ceará","4773","domicílios",1
"19.1.1.2","Rural","Abaiara","1538","domicílios",1
"19.1.1.2","Rural","Acarape","2004","domicílios",1
"19.1.1.2","Rural","Acaraú","7261","domicílios",1
"19.1.1.2","Rural","Acopiara","7155","domicílios",1
"19.1.1.2","Rural","Aiuaba","3190","domicílios",1
"19.1.1.2","Rural","Alcântaras","1878","domicílios",1
"19.1.1.2","Rural","Altaneira","524","domicílios",1
"19.1.1.2","Rural","Alto Santo","2256","domicílios",1
"19.1.1.2","Rural","Amontada","5543","domicílios",1
"19.1.1.2","Rural","Antonina do Norte","505","domicílios",1
"19.1.1.2","Rural","Apuiarés","2237","domicílios",1
"19.1.1.2","Rural","Aquiraz","1182","domicílios",1
"19.1.1.2","Rural","Aracati","6946","domicílios",1
"19.1.1.2","Rural","Aracoiaba","3121","domicílios",1
"19.1.1.2","Rural","Ararendá","1576","domicílios",1
"19.1.1.2","Rural","Araripe","1980","domicílios",1
"19.1.1.2","Rural","Aratuba","1905","domicílios",1
"19.1.1.2","Rural","Arneiroz","964","domicílios",1
"19.1.1.2","Rural","Assaré","2797","domicílios",1
"19.1.1.2","Rural","Aurora","3563","domicílios",1
"19.1.1.2","Rural","Baixio","756","domicílios",1
"19.1.1.2","Rural","Banabuiú","2157","domicílios",1
"19.1.1.2","Rural","Barbalha","4397","domicílios",1
"19.1.1.2","Rural","Barreira","3177","domicílios",1
"19.1.1.2","Rural","Barro","2272","domicílios",1
"19.1.1.2","Rural","Barroquinha","1098","domicílios",1
"19.1.1.2","Rural","Baturité","2309","domicílios",1
"19.1.1.2","Rural","Beberibe","7788","domicílios",1
"19.1.1.2","Rural","Bela Cruz","4417","domicílios",1
"19.1.1.2","Rural","Boa Viagem","7046","domicílios",1
"19.1.1.2","Rural","Brejo Santo","4236","domicílios",1
"19.1.1.2","Rural","Camocim","3804","domicílios",1
"19.1.1.2","Rural","Campos Sales","1935","domicílios",1
"19.1.1.2","Rural","Canindé","6895","domicílios",1
"19.1.1.2","Rural","Capistrano","2842","domicílios",1
"19.1.1.2","Rural","Caridade","2177","domicílios",1
"19.1.1.2","Rural","Cariré","2715","domicílios",1
"19.1.1.2","Rural","Caririaçu","3116","domicílios",1
"19.1.1.2","Rural","Cariús","2986","domicílios",1
"19.1.1.2","Rural","Carnaubal","2294","domicílios",1
"19.1.1.2","Rural","Cascavel","2725","domicílios",1
"19.1.1.2","Rural","Catarina","2552","domicílios",1
"19.1.1.2","Rural","Catunda","1199","domicílios",1
"19.1.1.2","Rural","Caucaia","9112","domicílios",1
"19.1.1.2","Rural","Cedro","2601","domicílios",1
"19.1.1.2","Rural","Chaval","827","domicílios",1
"19.1.1.2","Rural","Choró","2251","domicílios",1
"19.1.1.2","Rural","Chorozinho","2092","domicílios",1
"19.1.1.2","Rural","Coreaú","1950","domicílios",1
"19.1.1.2","Rural","Crateús","5792","domicílios",1
"19.1.1.2","Rural","Crato","5368","domicílios",1
"19.1.1.2","Rural","Croatá","2217","domicílios",1
"19.1.1.2","Rural","Cruz","3344","domicílios",1
"19.1.1.2","Rural","Deputado Irapuan Pinheiro","1438","domicílios",1
"19.1.1.2","Rural","Ererê","887","domicílios",1
"19.1.1.2","Rural","Eusébio","-","domicílios",1
"19.1.1.2","Rural","Farias Brito","2698","domicílios",1
"19.1.1.2","Rural","Forquilha","1715","domicílios",1
"19.1.1.2","Rural","Fortaleza","-","domicílios",1
"19.1.1.2","Rural","Fortim","1398","domicílios",1
"19.1.1.2","Rural","Frecheirinha","1511","domicílios",1
"19.1.1.2","Rural","General Sampaio","612","domicílios",1
"19.1.1.2","Rural","Graça","2486","domicílios",1
"19.1.1.2","Rural","Granja","6324","domicílios",1
"19.1.1.2","Rural","Granjeiro","791","domicílios",1
