"Posição","Nome","Localidade","2010","Unidade","Multiplicador"
"7.1","Famílias conviventes residentes em domicílios particulares","General Sampaio","125","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Graça","213","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Granja","995","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Granjeiro","71","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Groaíras","171","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Guaiúba","687","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Guaraciaba do Norte","675","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Guaramiranga","120","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Hidrolândia","309","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Horizonte","1345","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Ibaretama","291","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Ibiapina","420","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Ibicuitinga","210","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Icapuí","445","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Icó","1314","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Iguatu","2239","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Independência","462","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Ipaporanga","132","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Ipaumirim","247","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Ipu","855","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Ipueiras","502","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Iracema","324","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Irauçuba","512","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Itaiçaba","156","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Itaitinga","838","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Itapajé","1134","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Itapipoca","2767","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Itapiúna","348","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Itarema","901","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Itatira","380","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Jaguaretama","339","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Jaguaribara","359","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Jaguaribe","694","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Jaguaruana","638","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Jardim","465","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Jati","127","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Jijoca de Jericoacoara","336","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Juazeiro do Norte","6231","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Jucás","524","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Lavras da Mangabeira","582","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Limoeiro do Norte","1288","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Madalena","354","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Maracanaú","6074","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Maranguape","3978","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Marco","538","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Martinópole","169","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Massapê","780","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Mauriti","738","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Meruoca","375","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Milagres","484","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Milhã","216","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Miraíma","226","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Missão Velha","582","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Mombaça","1013","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Monsenhor Tabosa","345","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Morada Nova","1570","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Moraújo","88","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Morrinhos","428","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Mucambo","105","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Mulungu","370","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Nova Olinda","205","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Nova Russas","558","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Novo Oriente","421","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Ocara","405","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Orós","430","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Pacajus","1578","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Pacatuba","2236","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Pacoti","318","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Pacujá","92","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Palhano","188","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Palmácia","303","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Paracuru","845","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Paraipaba","767","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Parambu","593","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Paramoti","231","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Pedra Branca","886","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Penaforte","151","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Pentecoste","874","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Pereiro","252","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Pindoretama","637","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Piquet Carneiro","329","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Pires Ferreira","204","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Poranga","125","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Porteiras","257","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Potengi","181","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Potiretama","143","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Quiterianópolis","333","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Quixadá","2151","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Quixelô","248","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Quixeramobim","1535","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Quixeré","403","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Redenção","827","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Reriutaba","281","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Russas","1705","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Saboeiro","217","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Salitre","194","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Santana do Acaraú","585","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Santana do Cariri","197","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Santa Quitéria","891","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","São Benedito","912","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","São Gonçalo do Amarante","1182","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","São João do Jaguaribe","208","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","São Luís do Curu","292","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Senador Pompeu","556","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Senador Sá","128","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Sobral","5187","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Solonópole","319","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Tabuleiro do Norte","585","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Tamboril","463","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Tarrafas","99","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Tauá","1124","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Tejuçuoca","397","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Tianguá","1734","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Trairi","1284","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Tururu","253","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Ubajara","826","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Umari","128","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Umirim","519","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Uruburetama","480","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Uruoca","207","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Varjota","358","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Várzea Alegre","673","famílias",1
"7.1","Famílias conviventes residentes em domicílios particulares","Viçosa do Ceará","1317","famílias",1
"7.1.1","Classe de rendimento nominal mensal familiar per capita",,,"",""
"7.1.1.1","Sem rendimento","Abaiara","31","famílias",1
"7.1.1.1","Sem rendimento","Acarape","144","famílias",1
"7.1.1.1","Sem rendimento","Acaraú","549","famílias",1
"7.1.1.1","Sem rendimento","Acopiara","117","famílias",1
"7.1.1.1","Sem rendimento","Aiuaba","70","famílias",1
"7.1.1.1","Sem rendimento","Alcântaras","36","famílias",1
"7.1.1.1","Sem rendimento","Altaneira","37","famílias",1
"7.1.1.1","Sem rendimento","Alto Santo","70","famílias",1
"7.1.1.1","Sem rendimento","Amontada","263","famílias",1
"7.1.1.1","Sem rendimento","Antonina do Norte","34","famílias",1
"7.1.1.1","Sem rendimento","Apuiarés","87","famílias",1
"7.1.1.1","Sem rendimento","Aquiraz","364","famílias",1
"7.1.1.1","Sem rendimento","Aracati","596","famílias",1
"7.1.1.1","Sem rendimento","Aracoiaba","146","famílias",1
"7.1.1.1","Sem rendimento","Ararendá","31","famílias",1
"7.1.1.1","Sem rendimento","Araripe","86","famílias",1
"7.1.1.1","Sem rendimento","Aratuba","46","famílias",1
"7.1.1.1","Sem rendimento","Arneiroz","38","famílias",1
"7.1.1.1","Sem rendimento","Assaré","47","famílias",1
"7.1.1.1","Sem rendimento","Aurora","64","famílias",1
"7.1.1.1","Sem rendimento","Baixio","16","famílias",1
"7.1.1.1","Sem rendimento","Banabuiú","143","famílias",1
"7.1.1.1","Sem rendimento","Barbalha","256","famílias",1
"7.1.1.1","Sem rendimento","Barreira","99","famílias",1
"7.1.1.1","Sem rendimento","Barro","155","famílias",1
"7.1.1.1","Sem rendimento","Barroquinha","118","famílias",1
"7.1.1.1","Sem rendimento","Baturité","197","famílias",1
"7.1.1.1","Sem rendimento","Beberibe","181","famílias",1
"7.1.1.1","Sem rendimento","Bela Cruz","83","famílias",1
"7.1.1.1","Sem rendimento","Boa Viagem","305","famílias",1
"7.1.1.1","Sem rendimento","Brejo Santo","177","famílias",1
"7.1.1.1","Sem rendimento","Camocim","618","famílias",1
"7.1.1.1","Sem rendimento","Campos Sales","183","famílias",1
"7.1.1.1","Sem rendimento","Canindé","601","famílias",1
"7.1.1.1","Sem rendimento","Capistrano","163","famílias",1
"7.1.1.1","Sem rendimento","Caridade","139","famílias",1
"7.1.1.1","Sem rendimento","Cariré","125","famílias",1
"7.1.1.1","Sem rendimento","Caririaçu","155","famílias",1
"7.1.1.1","Sem rendimento","Cariús","106","famílias",1
"7.1.1.1","Sem rendimento","Carnaubal","156","famílias",1
"7.1.1.1","Sem rendimento","Cascavel","522","famílias",1
"7.1.1.1","Sem rendimento","Catarina","39","famílias",1
"7.1.1.1","Sem rendimento","Catunda","114","famílias",1
"7.1.1.1","Sem rendimento","Caucaia","2232","famílias",1
"7.1.1.1","Sem rendimento","Cedro","108","famílias",1
"7.1.1.1","Sem rendimento","Chaval","96","famílias",1
"7.1.1.1","Sem rendimento","Choró","94","famílias",1
"7.1.1.1","Sem rendimento","Chorozinho","98","famílias",1
"7.1.1.1","Sem rendimento","Coreaú","91","famílias",1
"7.1.1.1","Sem rendimento","Crateús","440","famílias",1
"7.1.1.1","Sem rendimento","Crato","660","famílias",1
"7.1.1.1","Sem rendimento","Croatá","71","famílias",1
"7.1.1.1","Sem rendimento","Cruz","54","famílias",1
"7.1.1.1","Sem rendimento","Deputado Irapuan Pinheiro","53","famílias",1
"7.1.1.1","Sem rendimento","Ererê","38","famílias",1
"7.1.1.1","Sem rendimento","Eusébio","346","famílias",1
"7.1.1.1","Sem rendimento","Farias Brito","62","famílias",1
"7.1.1.1","Sem rendimento","Forquilha","185","famílias",1
"7.1.1.1","Sem rendimento","Fortaleza","14071","famílias",1
"7.1.1.1","Sem rendimento","Fortim","123","famílias",1
"7.1.1.1","Sem rendimento","Frecheirinha","46","famílias",1
"7.1.1.1","Sem rendimento","General Sampaio","26","famílias",1
"7.1.1.1","Sem rendimento","Graça","114","famílias",1
"7.1.1.1","Sem rendimento","Granja","498","famílias",1
"7.1.1.1","Sem rendimento","Granjeiro","11","famílias",1
"7.1.1.1","Sem rendimento","Groaíras","36","famílias",1
"7.1.1.1","Sem rendimento","Guaiúba","272","famílias",1
"7.1.1.1","Sem rendimento","Guaraciaba do Norte","142","famílias",1
"7.1.1.1","Sem rendimento","Guaramiranga","27","famílias",1
"7.1.1.1","Sem rendimento","Hidrolândia","94","famílias",1
"7.1.1.1","Sem rendimento","Horizonte","397","famílias",1
"7.1.1.1","Sem rendimento","Ibaretama","86","famílias",1
"7.1.1.1","Sem rendimento","Ibiapina","102","famílias",1
"7.1.1.1","Sem rendimento","Ibicuitinga","100","famílias",1
"7.1.1.1","Sem rendimento","Icapuí","105","famílias",1
"7.1.1.1","Sem rendimento","Icó","465","famílias",1
"7.1.1.1","Sem rendimento","Iguatu","461","famílias",1
"7.1.1.1","Sem rendimento","Independência","106","famílias",1
"7.1.1.1","Sem rendimento","Ipaporanga","52","famílias",1
"7.1.1.1","Sem rendimento","Ipaumirim","53","famílias",1
"7.1.1.1","Sem rendimento","Ipu","220","famílias",1
"7.1.1.1","Sem rendimento","Ipueiras","191","famílias",1
"7.1.1.1","Sem rendimento","Iracema","71","famílias",1
"7.1.1.1","Sem rendimento","Irauçuba","239","famílias",1
"7.1.1.1","Sem rendimento","Itaiçaba","36","famílias",1
"7.1.1.1","Sem rendimento","Itaitinga","258","famílias",1
"7.1.1.1","Sem rendimento","Itapajé","272","famílias",1
"7.1.1.1","Sem rendimento","Itapipoca","1046","famílias",1
"7.1.1.1","Sem rendimento","Itapiúna","104","famílias",1
"7.1.1.1","Sem rendimento","Itarema","241","famílias",1
"7.1.1.1","Sem rendimento","Itatira","144","famílias",1
"7.1.1.1","Sem rendimento","Jaguaretama","141","famílias",1
"7.1.1.1","Sem rendimento","Jaguaribara","103","famílias",1
"7.1.1.1","Sem rendimento","Jaguaribe","163","famílias",1
"7.1.1.1","Sem rendimento","Jaguaruana","137","famílias",1
"7.1.1.1","Sem rendimento","Jardim","126","famílias",1
"7.1.1.1","Sem rendimento","Jati","28","famílias",1
"7.1.1.1","Sem rendimento","Jijoca de Jericoacoara","86","famílias",1
"7.1.1.1","Sem rendimento","Juazeiro do Norte","1581","famílias",1
"7.1.1.1","Sem rendimento","Jucás","158","famílias",1
"7.1.1.1","Sem rendimento","Lavras da Mangabeira","176","famílias",1
"7.1.1.1","Sem rendimento","Limoeiro do Norte","347","famílias",1
"7.1.1.1","Sem rendimento","Madalena","106","famílias",1
"7.1.1.1","Sem rendimento","Maracanaú","1579","famílias",1
"7.1.1.1","Sem rendimento","Maranguape","748","famílias",1
"7.1.1.1","Sem rendimento","Marco","243","famílias",1
"7.1.1.1","Sem rendimento","Martinópole","44","famílias",1
"7.1.1.1","Sem rendimento","Massapê","215","famílias",1
"7.1.1.1","Sem rendimento","Mauriti","209","famílias",1
"7.1.1.1","Sem rendimento","Meruoca","109","famílias",1
"7.1.1.1","Sem rendimento","Milagres","98","famílias",1
"7.1.1.1","Sem rendimento","Milhã","84","famílias",1
"7.1.1.1","Sem rendimento","Miraíma","74","famílias",1
"7.1.1.1","Sem rendimento","Missão Velha","187","famílias",1
"7.1.1.1","Sem rendimento","Mombaça","327","famílias",1
"7.1.1.1","Sem rendimento","Monsenhor Tabosa","101","famílias",1
"7.1.1.1","Sem rendimento","Morada Nova","337","famílias",1
"7.1.1.1","Sem rendimento","Moraújo","34","famílias",1
"7.1.1.1","Sem rendimento","Morrinhos","110","famílias",1
"7.1.1.1","Sem rendimento","Mucambo","35","famílias",1
"7.1.1.1","Sem rendimento","Mulungu","100","famílias",1
"7.1.1.1","Sem rendimento","Nova Olinda","71","famílias",1
"7.1.1.1","Sem rendimento","Nova Russas","164","famílias",1
"7.1.1.1","Sem rendimento","Novo Oriente","214","famílias",1
"7.1.1.1","Sem rendimento","Ocara","121","famílias",1
"7.1.1.1","Sem rendimento","Orós","161","famílias",1
"7.1.1.1","Sem rendimento","Pacajus","284","famílias",1
"7.1.1.1","Sem rendimento","Pacatuba","677","famílias",1
"7.1.1.1","Sem rendimento","Pacoti","76","famílias",1
"7.1.1.1","Sem rendimento","Pacujá","14","famílias",1
"7.1.1.1","Sem rendimento","Palhano","12","famílias",1
"7.1.1.1","Sem rendimento","Palmácia","85","famílias",1
"7.1.1.1","Sem rendimento","Paracuru","280","famílias",1
"7.1.1.1","Sem rendimento","Paraipaba","169","famílias",1
"7.1.1.1","Sem rendimento","Parambu","285","famílias",1
"7.1.1.1","Sem rendimento","Paramoti","84","famílias",1
"7.1.1.1","Sem rendimento","Pedra Branca","372","famílias",1
"7.1.1.1","Sem rendimento","Penaforte","38","famílias",1
"7.1.1.1","Sem rendimento","Pentecoste","251","famílias",1
"7.1.1.1","Sem rendimento","Pereiro","106","famílias",1
"7.1.1.1","Sem rendimento","Pindoretama","173","famílias",1
"7.1.1.1","Sem rendimento","Piquet Carneiro","161","famílias",1
"7.1.1.1","Sem rendimento","Pires Ferreira","70","famílias",1
"7.1.1.1","Sem rendimento","Poranga","37","famílias",1
"7.1.1.1","Sem rendimento","Porteiras","68","famílias",1
"7.1.1.1","Sem rendimento","Potengi","91","famílias",1
"7.1.1.1","Sem rendimento","Potiretama","35","famílias",1
"7.1.1.1","Sem rendimento","Quiterianópolis","101","famílias",1
"7.1.1.1","Sem rendimento","Quixadá","623","famílias",1
"7.1.1.1","Sem rendimento","Quixelô","61","famílias",1
"7.1.1.1","Sem rendimento","Quixeramobim","290","famílias",1
"7.1.1.1","Sem rendimento","Quixeré","110","famílias",1
"7.1.1.1","Sem rendimento","Redenção","295","famílias",1
"7.1.1.1","Sem rendimento","Reriutaba","81","famílias",1
"7.1.1.1","Sem rendimento","Russas","304","famílias",1
"7.1.1.1","Sem rendimento","Saboeiro","47","famílias",1
"7.1.1.1","Sem rendimento","Salitre","57","famílias",1
"7.1.1.1","Sem rendimento","Santana do Acaraú","242","famílias",1
"7.1.1.1","Sem rendimento","Santana do Cariri","73","famílias",1
"7.1.1.1","Sem rendimento","Santa Quitéria","346","famílias",1
"7.1.1.1","Sem rendimento","São Benedito","156","famílias",1
"7.1.1.1","Sem rendimento","São Gonçalo do Amarante","338","famílias",1
"7.1.1.1","Sem rendimento","São João do Jaguaribe","38","famílias",1
"7.1.1.1","Sem rendimento","São Luís do Curu","97","famílias",1
"7.1.1.1","Sem rendimento","Senador Pompeu","128","famílias",1
"7.1.1.1","Sem rendimento","Senador Sá","33","famílias",1
"7.1.1.1","Sem rendimento","Sobral","1507","famílias",1
"7.1.1.1","Sem rendimento","Solonópole","104","famílias",1
"7.1.1.1","Sem rendimento","Tabuleiro do Norte","223","famílias",1
"7.1.1.1","Sem rendimento","Tamboril","158","famílias",1
"7.1.1.1","Sem rendimento","Tarrafas","31","famílias",1
"7.1.1.1","Sem rendimento","Tauá","393","famílias",1
"7.1.1.1","Sem rendimento","Tejuçuoca","114","famílias",1
"7.1.1.1","Sem rendimento","Tianguá","228","famílias",1
"7.1.1.1","Sem rendimento","Trairi","427","famílias",1
"7.1.1.1","Sem rendimento","Tururu","133","famílias",1
"7.1.1.1","Sem rendimento","Ubajara","191","famílias",1
"7.1.1.1","Sem rendimento","Umari","28","famílias",1
"7.1.1.1","Sem rendimento","Umirim","94","famílias",1
"7.1.1.1","Sem rendimento","Uruburetama","127","famílias",1
"7.1.1.1","Sem rendimento","Uruoca","76","famílias",1
"7.1.1.1","Sem rendimento","Varjota","90","famílias",1
"7.1.1.1","Sem rendimento","Várzea Alegre","197","famílias",1
"7.1.1.1","Sem rendimento","Viçosa do Ceará","290","famílias",1
"7.1.1.1.1","Tipo de composição familiar",,,"",""
"7.1.1.1.1.1","Casal sem filho(s)","Abaiara","99999999999992","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Acarape","24","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Acaraú","145","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Acopiara","9","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Aiuaba","4","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Alcântaras","8","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Altaneira","3","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Alto Santo","99999999999992","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Amontada","39","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Antonina do Norte","14","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Apuiarés","17","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Aquiraz","56","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Aracati","93","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Aracoiaba","40","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Ararendá","99999999999992","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Araripe","7","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Aratuba","13","famílias",1
"7.1.1.1.1.1","Casal sem filho(s)","Arneiroz","3","famílias",1
